aarmm;Aar;Maaned;afd1txt;FagmedTxt;sygdom_dv;ansatte_dv;mulige_dvdage;fproc_dv;sygdom_kal;ansatte_kal;mulige_kaldage;fravproc_kal
201603;2016;3;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Økonomi & Administration;87,81081081;123,9256757;2478,513514;0,035428;139;128;3968;0,035030241
201604;2016;4;Børne- og Ungeforvaltningen;FagMED Dagtilbud;1197,297297;1328,596621;26571,93243;0,045058;1690;1467,866667;44036;0,03837769
201604;2016;4;Børne- og Ungeforvaltningen;FagMED Familie, forebyggelse og stab;508,3378378;570,1398647;11402,7973;0,04458;869;689,1333333;20674;0,042033471
201604;2016;4;Børne- og Ungeforvaltningen;FagMED Uddannelse & Læring;1737,445216;1847,347754;36946,95509;0,047025;2463;2046,7;61401;0,040113353
201604;2016;4;Kommunaldirektørens område;Kommunaldirektørens stabe;40,78378378;105,4621621;2109,243243;0,019335;65;113,6333333;3409;0,019067175
201604;2016;4;Kultur & Sundhed;FagMED Kultur & Borgerservice;164,3067567;260,921881;5218,437622;0,031485;220;337,9;10137;0,021702673
201604;2016;4;Kultur & Sundhed;FagMED Sundhed;120,372;143,4548378;2869,096757;0,041954;189;165;4950;0,038181818
201604;2016;4;Teknik & Miljø;FagMED Teknik & Miljø;276,0527027;438,3432432;8766,864865;0,031488;327;447,3333333;13420;0,024366616
201604;2016;4;Uden for organisationen;;70;132,0594595;2641,189189;0,026503;103;135;4050;0,025432098
201604;2016;4;Uden for organisationen;FagMED Kultur & Borgerservice;;9,047297297;180,9459459;;;9,199999999;276;
201604;2016;4;Velfærdsforvaltningen;FagMED Administration Velfærd;69,91891891;131,7939189;2635,878378;0,026525;104;139;4170;0,024940047
201604;2016;4;Velfærdsforvaltningen;FagMED Senior;1733,997216;1472,86154;29457,23081;0,058864;2864;1717,266666;51518;0,05559222
201604;2016;4;Velfærdsforvaltningen;FagMED Voksen Drift;1198,337838;1104,573513;22091,47027;0,054244;1969;1357,633333;40729;0,048343931
201604;2016;4;Velfærdsforvaltningen;Plejecenter Solgaven;119,1081081;56,51621617;1130,324324;0,105375;257;74,99999999;2250;0,114222222
201604;2016;4;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Arbejdsmarkedsområdet;358,2972973;363,931081;7278,621622;0,049225;483;383,4;11502;0,041992696
201604;2016;4;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Økonomi & Administration;15,24324324;125,2256757;2504,513514;0,006086;40;129,2666667;3878;0,010314595
201605;2016;5;Børne- og Ungeforvaltningen;FagMED Dagtilbud;982,3108107;1331,811486;26636,22973;0,036878;1436;1472;45632;0,031469144
201605;2016;5;Børne- og Ungeforvaltningen;FagMED Familie, forebyggelse og stab;421,7364865;576,2989187;11525,97838;0,03659;762;696,9999999;21607;0,035266348
201605;2016;5;Børne- og Ungeforvaltningen;FagMED Uddannelse & Læring;1435,616297;1845,945653;36918,91306;0,038885;2044;2038,903226;63206;0,032338702
201605;2016;5;Kommunaldirektørens område;Kommunaldirektørens stabe;36,89189189;104,9189189;2098,378378;0,017581;59;113,7741935;3527;0,016728097
201605;2016;5;Kultur & Sundhed;FagMED Kultur & Borgerservice;137,9957946;263,5210821;5270,421643;0,026183;213;337,9032257;10475;0,020334128
201605;2016;5;Kultur & Sundhed;FagMED Sundhed;142,789722;139,444027;2788,88054;0,051199;241;162;5022;0,047988849
201605;2016;5;Teknik & Miljø;FagMED Teknik & Miljø;194,1486486;436,9527027;8739,054054;0,022216;258;445,6129031;13814;0,018676704
201605;2016;5;Uden for organisationen;;75;132,927027;2658,540541;0,02821;115;135,6451613;4205;0,027348394
201605;2016;5;Uden for organisationen;FagMED Kultur & Borgerservice;1,797297297;9,797297297;195,9459459;0,009172;2;9,999999997;310;0,006451612
201605;2016;5;Velfærdsforvaltningen;FagMED Administration Velfærd;44,67567567;131,2945946;2625,891892;0,017013;69;138,5483871;4295;0,016065192
201605;2016;5;Velfærdsforvaltningen;FagMED Senior;1528,990811;1480,395323;29607,90649;0,051641;2644;1724,483871;53459;0,049458463
201605;2016;5;Velfærdsforvaltningen;FagMED Voksen Drift;1192;1114,812702;22296,25405;0,053461;1992;1371,225806;42508;0,046861767
201605;2016;5;Velfærdsforvaltningen;Plejecenter Solgaven;81,8108108;57,37702698;1147,540541;0,071292;164;74,99999998;2325;0,070537634
201605;2016;5;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Arbejdsmarkedsområdet;240,1081081;365,4378378;7308,756757;0,032852;334;385,516129;11951;0,027947452
201605;2016;5;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Økonomi & Administration;39,86486486;125,3945946;2507,891892;0,015895;71;129,5806451;4017;0,017674881
201606;2016;6;Børne- og Ungeforvaltningen;FagMED Dagtilbud;1286,148649;1295,510442;28501,22973;0,045126;1758;1436,433333;43093;0,040795488
201606;2016;6;Børne- og Ungeforvaltningen;FagMED Familie, forebyggelse og stab;480,0135135;565,247813;12435,45189;0,0386;765;687,4999999;20625;0,037090909
201606;2016;6;Børne- og Ungeforvaltningen;FagMED Uddannelse & Læring;1289,976622;1823,506304;40117,1387;0,032155;1700;2003,6;60108;0,028282424
201606;2016;6;Kommunaldirektørens område;Kommunaldirektørens stabe;30,91891892;106,4514742;2341,932432;0,013202;47;116,4;3492;0,013459335
201606;2016;6;Kultur & Sundhed;FagMED Kultur & Borgerservice;130,5708108;265,1289051;5832,835913;0,022385;172;335,5;10065;0,017088922
201606;2016;6;Kultur & Sundhed;FagMED Sundhed;91,39167567;143,2298992;3151,057784;0,029003;148;165,1333333;4954;0,029874848
201606;2016;6;Teknik & Miljø;FagMED Teknik & Miljø;259,1891892;432,8382063;9522,440541;0,027218;320;440,5;13215;0,024214907
201606;2016;6;Uden for organisationen;;55,54054054;133,0017199;2926,037838;0,018981;74;135,0666667;4052;0,018262586
201606;2016;6;Uden for organisationen;FagMED Kultur & Borgerservice;;9,797297296;215,5405405;;;10;300;
201606;2016;6;Velfærdsforvaltningen;FagMED Administration Velfærd;53,0972973;135,4855036;2980,681081;0,017813;64;142,5333333;4276;0,014967259
201606;2016;6;Velfærdsforvaltningen;FagMED Senior;1577,975757;1492,476409;32834,48103;0,048058;2447;1735,1;52053;0,047009778
201606;2016;6;Velfærdsforvaltningen;FagMED Voksen Drift;1392,854865;1078,091695;23718,0173;0,058725;2161;1342,833333;40285;0,053642795
201606;2016;6;Velfærdsforvaltningen;Plejecenter Solgaven;96,29729728;59,73366089;1314,14054;0,073277;184;76,59999999;2298;0,080069625
201606;2016;6;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Arbejdsmarkedsområdet;164,9324324;361,9852579;7963,675676;0,02071;204;383,2666666;11498;0,017742216
201606;2016;6;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Økonomi & Administration;55,78378378;124,8445946;2746,581081;0,02031;75;129;3870;0,019379844
201607;2016;7;Børne- og Ungeforvaltningen;FagMED Dagtilbud;763,4459459;1275,547618;26786,5;0,028501;1191;1414,612903;43853;0,027158917
201607;2016;7;Børne- og Ungeforvaltningen;FagMED Familie, forebyggelse og stab;321,4729729;565,2727926;11870,72865;0,027081;579;684,9032257;21232;0,027270158
201607;2016;7;Børne- og Ungeforvaltningen;FagMED Uddannelse & Læring;596,979054;1754,376599;36841,90859;0,016203;942;1907,741935;59140;0,015928305
201607;2016;7;Kommunaldirektørens område;Kommunaldirektørens stabe;21,78378378;107,228121;2251,790541;0,009673;45;116,3548387;3607;0,012475741
201607;2016;7;Kultur & Sundhed;FagMED Kultur & Borgerservice;62,65783783;263,4000648;5531,401362;0,011327;100;333,8387096;10349;0,009662769
201607;2016;7;Kultur & Sundhed;FagMED Sundhed;62,44105405;143,7150051;3018,015108;0,020689;109;165;5115;0,021309872
201607;2016;7;Teknik & Miljø;FagMED Teknik & Miljø;128,5567568;434,9139639;9133,193243;0,014075;156;442,5806451;13720;0,011370262
201607;2016;7;Uden for organisationen;;46;131,3226512;2757,775676;0,01668;69;132,9032258;4120;0,016747572
201607;2016;7;Uden for organisationen;FagMED Kultur & Borgerservice;1;9,797297295;205,7432432;0,00486;1;9,999999998;310;0,003225806
201607;2016;7;Velfærdsforvaltningen;FagMED Administration Velfærd;14,64864865;139,2221364;2923,664865;0,00501;34;146,4516129;4540;0,007488986
201607;2016;7;Velfærdsforvaltningen;FagMED Senior;1312,330486;1534,961642;32234,19451;0,040712;2192;1786,290322;55375;0,03958465
201607;2016;7;Velfærdsforvaltningen;FagMED Voksen Drift;1028,891892;1079,278017;22664,83838;0,045395;1792;1334,451613;41368;0,043318507
201607;2016;7;Velfærdsforvaltningen;Plejecenter Solgaven;52,73783783;59,13783779;1241,894595;0,042465;104;75,99999999;2356;0,044142614
201607;2016;7;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Arbejdsmarkedsområdet;187,5405405;364,8046975;7660,898649;0,02448;248;385,516129;11951;0,020751401
201607;2016;7;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Økonomi & Administration;21,78378378;124,8445946;2621,736486;0,008308;29;129;3999;0,007251812
201608;2016;8;Børne- og Ungeforvaltningen;FagMED Dagtilbud;1080,175676;1307,697414;30077,04054;0,035913;1488;1447,258064;44865;0,033166165
201608;2016;8;Børne- og Ungeforvaltningen;FagMED Familie, forebyggelse og stab;419,2027027;566,8425144;13037,37784;0,032153;623;683,9354838;21202;0,02938402
201608;2016;8;Børne- og Ungeforvaltningen;FagMED Uddannelse & Læring;1196,334594;1818,093405;41816,14832;0,028609;1601;2013,967742;62433;0,025643489
201608;2016;8;Kommunaldirektørens område;Kommunaldirektørens stabe;19,93243243;109,930376;2528,398649;0,007883;29;119,8387097;3715;0,007806191
201608;2016;8;Kultur & Sundhed;FagMED Kultur & Borgerservice;128,9262162;265,6397179;6109,713513;0,021101;177;341,4516129;10585;0,016721776
201608;2016;8;Kultur & Sundhed;FagMED Sundhed;104,1542703;144,3581292;3320,236973;0,031369;157;165,7741935;5139;0,03055069
201608;2016;8;Teknik & Miljø;FagMED Teknik & Miljø;215,7716216;434,8113395;10000,66081;0,021575;255;443,2580645;13741;0,018557601
201608;2016;8;Uden for organisationen;;29;131,940188;3034,624324;0,009556;37;133,3870968;4135;0,008948004
201608;2016;8;Uden for organisationen;FagMED Kultur & Borgerservice;3;10,7972973;248,3378378;0,01208;3;11;341;0,008797653
201608;2016;8;Velfærdsforvaltningen;FagMED Administration Velfærd;37,29729729;142,133725;3269,075676;0,011409;45;149,9677419;4649;0,0096795
201608;2016;8;Velfærdsforvaltningen;FagMED Senior;1318,628784;1525,679125;35090,61989;0,037577;2034;1773,612903;54982;0,036993925
201608;2016;8;Velfærdsforvaltningen;FagMED Voksen Drift;1119,27027;1051,720058;24189,56135;0,04627;1708;1301,451613;40345;0,042334861
201608;2016;8;Velfærdsforvaltningen;Plejecenter Solgaven;39,75675675;56,89459454;1308,575676;0,030381;65;74,16129031;2299;0,028273162
201608;2016;8;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Arbejdsmarkedsområdet;244,5135135;362,2958283;8332,804054;0,029343;298;384,7419354;11927;0,024985327
201608;2016;8;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Økonomi & Administration;84,08108108;128,8445946;2963,425676;0,028372;101;133;4123;0,024496725
201609;2016;9;Børne- og Ungeforvaltningen;FagMED Dagtilbud;1224,472973;1319,499385;29028,98649;0,042181;1699;1461,7;43851;0,03874484
201609;2016;9;Børne- og Ungeforvaltningen;FagMED Familie, forebyggelse og stab;593,4189189;577,933931;12714,54649;0,046672;858;699,3666666;20981;0,040894142
201609;2016;9;Børne- og Ungeforvaltningen;FagMED Uddannelse & Læring;1731,354324;1819,5924;40031,03281;0,04325;2218;2037,4;61122;0,036288079
201609;2016;9;Kommunaldirektørens område;Kommunaldirektørens stabe;27,79729729;107,1959459;2358,310811;0,011786;46;117;3510;0,013105413
201609;2016;9;Kultur & Sundhed;FagMED Kultur & Borgerservice;183,8978378;261,0852579;5743,875676;0,032016;233;324,7333333;9742;0,02391706
201609;2016;9;Kultur & Sundhed;FagMED Sundhed;115,4582162;145,7590786;3206,69973;0,036005;158;167,7666667;5033;0,031392807
201609;2016;9;Teknik & Miljø;FagMED Teknik & Miljø;256,4486486;433,4364864;9535,602703;0,026893;307;441,6;13248;0,023173309
201609;2016;9;Uden for organisationen;;60;133,5054054;2937,118919;0,020428;78;135;4050;0,019259259
201609;2016;9;Uden for organisationen;FagMED Kultur & Borgerservice;2;11,70638821;257,5405405;0,007765;2;11,86666667;356;0,005617977
201609;2016;9;Velfærdsforvaltningen;FagMED Administration Velfærd;68,1135135;139,7742014;3075,032432;0,02215;85;147,4;4422;0,019222071
201609;2016;9;Velfærdsforvaltningen;FagMED Senior;1409,226621;1484,591355;32661,00984;0,043147;2138;1734,633333;52039;0,041084571
201609;2016;9;Velfærdsforvaltningen;FagMED Voksen Drift;1172,694865;1027,547026;22606,03459;0,051875;1755;1278,066667;38342;0,04577226
201609;2016;9;Velfærdsforvaltningen;Plejecenter Solgaven;95,18918917;54,92162157;1208,275676;0,078781;156;71,99999999;2160;0,072222222
201609;2016;9;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Arbejdsmarkedsområdet;298,2635135;361,1898033;7946,175676;0,037535;375;384,1666666;11525;0,03253796
201609;2016;9;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Økonomi & Administration;81,05405405;125,7610565;2766,743243;0,029295;108;129,7333333;3892;0,027749229
201610;2016;10;Børne- og Ungeforvaltningen;FagMED Dagtilbud;1379,418919;1331,014156;27951,2973;0,04935;1970;1473,516129;45679;0,043127038
201610;2016;10;Børne- og Ungeforvaltningen;FagMED Familie, forebyggelse og stab;700,081081;577,2753665;12122,7827;0,057749;1071;702,4193547;21775;0,049184845
201610;2016;10;Børne- og Ungeforvaltningen;FagMED Uddannelse & Læring;1712,067567;1829,070272;38410,47573;0,044572;2368;2052;63612;0,03722568
201610;2016;10;Kommunaldirektørens område;Kommunaldirektørens stabe;53,10810811;106,3178893;2232,675676;0,023786;75;115,1612903;3570;0,021008403
201610;2016;10;Kultur & Sundhed;FagMED Kultur & Borgerservice;175,0243243;260,9783783;5480,545946;0,031935;248;329,8709677;10226;0,024251906
201610;2016;10;Kultur & Sundhed;FagMED Sundhed;107,6837027;145,9497567;3064,944892;0,035133;149;166,9354838;5175;0,02879227
201610;2016;10;Teknik & Miljø;FagMED Teknik & Miljø;289,922973;433,7324967;9108,382432;0,03183;366;441,6774193;13692;0,026730937
201610;2016;10;Uden for organisationen;;78;134,0292149;2814,613514;0,027712;102;135,5483871;4202;0,024274155
201610;2016;10;Uden for organisationen;FagMED Kultur & Borgerservice;;11,7972973;247,7432432;;;12;372;
201610;2016;10;Velfærdsforvaltningen;FagMED Administration Velfærd;101,6959459;140,8646718;2958,158108;0,034378;141;148,516129;4604;0,030625543
201610;2016;10;Velfærdsforvaltningen;FagMED Senior;1669,689838;1456,238933;30581,01762;0,054598;2754;1706,774193;52910;0,052050652
201610;2016;10;Velfærdsforvaltningen;FagMED Voksen Drift;1357,364865;1026,921222;21565,34568;0,062941;2208;1280,290322;39689;0,055632543
201610;2016;10;Velfærdsforvaltningen;Plejecenter Solgaven;78,82702701;58,59729725;1230,543243;0,064058;151;76,99999999;2387;0,063259321
201610;2016;10;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Arbejdsmarkedsområdet;328,7432432;363,9578506;7643,114865;0,043011;437;388,2903225;12037;0,036304727
201610;2016;10;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Økonomi & Administration;116,4864865;124,0337838;2604,709459;0,044721;156;128;3968;0,039314516
201611;2016;11;Børne- og Ungeforvaltningen;FagMED Dagtilbud;1737,756757;1331,839066;29300,45946;0,059308;2302;1476,466667;44294;0,051970921
201611;2016;11;Børne- og Ungeforvaltningen;FagMED Familie, forebyggelse og stab;650,7027026;585,9789924;12891,53784;0,050475;970;712,9999999;21390;0,045348293
201611;2016;11;Børne- og Ungeforvaltningen;FagMED Uddannelse & Læring;2430,707784;1833,249449;40331,48789;0,060268;3179;2057,1;61713;0,051512647
201611;2016;11;Kommunaldirektørens område;Kommunaldirektørens stabe;70,45945945;105,4054054;2318,918919;0,030384;102;113,8;3414;0,029876977
201611;2016;11;Kultur & Sundhed;FagMED Kultur & Borgerservice;199,9137838;259,176167;5701,875676;0,035061;281;329,9666666;9899;0,028386705
201611;2016;11;Kultur & Sundhed;FagMED Sundhed;135,8158648;147,6524569;3248,354054;0,04181;181;168,8333333;5065;0,035735439
201611;2016;11;Teknik & Miljø;FagMED Teknik & Miljø;280,0932432;411,9782555;9063,521622;0,030903;335;420,1;12603;0,026580972
201611;2016;11;Uden for organisationen;;89;134,6872236;2963,118919;0,030035;109;136,0666667;4082;0,026702596
201611;2016;11;Uden for organisationen;FagMED Kultur & Borgerservice;1;11,7972973;259,5405405;0,003852;1;12;360;0,002777777
201611;2016;11;Velfærdsforvaltningen;FagMED Administration Velfærd;141,5797297;140,077027;3081,694595;0,045942;185;147;4410;0,041950113
201611;2016;11;Velfærdsforvaltningen;FagMED Senior;1766,497027;1436,524407;31603,53697;0,055895;2708;1688,566667;50657;0,053457567
201611;2016;11;Velfærdsforvaltningen;FagMED Voksen Drift;1773,505135;1027,478845;22604,53459;0,078457;2731;1283,366667;38501;0,070933222
201611;2016;11;Velfærdsforvaltningen;Plejecenter Solgaven;92,08378376;56,73243238;1248,113513;0,073778;159;75;2250;0,070666666
201611;2016;11;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Arbejdsmarkedsområdet;411,4324324;361,6283783;7955,824324;0,051714;540;387;11610;0,046511627
201611;2016;11;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Økonomi & Administration;91,08108108;124,4391892;2737,662162;0,033269;110;128;3840;0,028645833
201612;2016;12;Børne- og Ungeforvaltningen;FagMED Dagtilbud;1588,391892;1366,214929;28690,51351;0,055362;2304;1510,903226;46838;0,049190827
201612;2016;12;Børne- og Ungeforvaltningen;FagMED Familie, forebyggelse og stab;818,3851351;603,5578505;12674,71486;0,064568;1241;727,8709677;22564;0,054999113
201612;2016;12;Børne- og Ungeforvaltningen;FagMED Uddannelse & Læring;1974,072459;1851,800678;38887,81424;0,050763;2757;2077,064516;64389;0,042817872
201612;2016;12;Kommunaldirektørens område;Kommunaldirektørens stabe;82,48648648;105,1724581;2208,621622;0,037347;135;113,483871;3518;0,038374076
201612;2016;12;Kultur & Sundhed;FagMED Kultur & Borgerservice;236,8648648;255,9675675;5375,318919;0,044065;353;325;10075;0,03503722
201612;2016;12;Kultur & Sundhed;FagMED Sundhed;84,76840539;145,9882277;3065,752784;0,02765;113;165,6774193;5136;0,022001557
201612;2016;12;Teknik & Miljø;FagMED Teknik & Miljø;353,972973;409,4763835;8599,004054;0,041164;458;417,8064516;12952;0,035361334
201612;2016;12;Uden for organisationen;;104;134,5054054;2824,613514;0,036819;142;136;4216;0,033681214
201612;2016;12;Uden for organisationen;FagMED Kultur & Borgerservice;2;11,7972973;247,7432432;0,008072;2;12;372;0,005376344
201612;2016;12;Velfærdsforvaltningen;FagMED Administration Velfærd;86,70270269;139,9418919;2938,77973;0,029502;130;147;4557;0,02852754
201612;2016;12;Velfærdsforvaltningen;FagMED Senior;1891,722432;1462,014895;30702,31281;0,061614;3065;1715,741935;53188;0,05762578
201612;2016;12;Velfærdsforvaltningen;FagMED Voksen Drift;1572,547027;1050,937953;22069,69703;0,071253;2535;1303,225806;40400;0,062747524
201612;2016;12;Velfærdsforvaltningen;Plejecenter Solgaven;122,2648648;56,35148001;1183,381081;0,103318;229;73,83870967;2289;0,100043687
201612;2016;12;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Arbejdsmarkedsområdet;344,9189189;360,7281209;7575,290541;0,045532;488;386,6774193;11987;0,04071077
201612;2016;12;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Økonomi & Administration;83,83783784;124,4391892;2613,222973;0,032082;107;128;3968;0,026965725
201701;2017;1;Børne- og Ungeforvaltningen;FagMED Dagtilbud;1870,094594;1368,1552;30099,41441;0,06213;2541;1517,548387;47044;0,054013264
201701;2017;1;Børne- og Ungeforvaltningen;FagMED Familie, forebyggelse og stab;794,9594594;609,5803437;13410,76757;0,059277;1166;731,7096773;22683;0,051404135
201701;2017;1;Børne- og Ungeforvaltningen;FagMED Uddannelse & Læring;2627,233027;1851,8677;40741,0894;0,064486;3520;2077,290322;64396;0,05466178
201701;2017;1;Kommunaldirektørens område;Kommunaldirektørens stabe;158,5945946;105,2616707;2315,756757;0,068484;216;113,8709677;3530;0,061189801
201701;2017;1;Kultur & Sundhed;FagMED Kultur & Borgerservice;328,7945946;257,3193857;5661,026486;0,05808;462;326,9354838;10135;0,045584607
201701;2017;1;Kultur & Sundhed;FagMED Sundhed;126,5206757;143,9895773;3167,770703;0,039939;182;164,7419355;5107;0,03563736
201701;2017;1;Teknik & Miljø;FagMED Teknik & Miljø;431,0189189;408,3818181;8984,4;0,047974;521;416,9999999;12927;0,040303241
201701;2017;1;Uden for organisationen;;58;122,5054054;2695,118919;0,02152;74;124;3844;0,01925078
201701;2017;1;Uden for organisationen;FagMED Kultur & Borgerservice;1;10,79729729;237,5405405;0,004209;1;11,03225806;342;0,002923976
201701;2017;1;Velfærdsforvaltningen;FagMED Administration Velfærd;87,18918918;141,2527027;3107,559459;0,028057;119;148,4516129;4602;0,025858322
201701;2017;1;Velfærdsforvaltningen;FagMED Senior;1827,53727;1457,062109;32055,36643;0,057011;2818;1708,806451;52973;0,053196911
201701;2017;1;Velfærdsforvaltningen;FagMED Voksen Drift;1750,507027;1049,471244;23088,36739;0,075817;2743;1298,774193;40262;0,068128756
201701;2017;1;Velfærdsforvaltningen;Plejecenter Solgaven;148,8783784;54,97567563;1209,464865;0,123094;279;71,99999999;2232;0,125
201701;2017;1;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Arbejdsmarkedsområdet;434,054054;359,7454299;7914,399459;0,054843;556;385,1290321;11939;0,046570064
201701;2017;1;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Økonomi & Administration;101,8378378;125,4275184;2759,405405;0,036905;129;128,4838709;3983;0,032387647
201702;2017;2;Børne- og Ungeforvaltningen;FagMED Dagtilbud;1639,684684;1366,168468;27323,36937;0,06001;2235;1514,321428;42401;0,05271102
201702;2017;2;Børne- og Ungeforvaltningen;FagMED Familie, forebyggelse og stab;821,9864864;616,4406755;12328,81351;0,066671;1205;737,7857142;20658;0,058330912
201702;2017;2;Børne- og Ungeforvaltningen;FagMED Uddannelse & Læring;2299,043919;1863,415216;37268,30432;0,061688;3161;2090,75;58541;0,053996344
201702;2017;2;Kommunaldirektørens område;Kommunaldirektørens stabe;120,8378378;105,8635135;2117,27027;0,057072;175;114,3214286;3201;0,054670415
201702;2017;2;Kultur & Sundhed;FagMED Kultur & Borgerservice;287,3421621;257,1637837;5143,275676;0,055867;405;327,75;9177;0,044132069
201702;2017;2;Kultur & Sundhed;FagMED Sundhed;192,4033397;142,8852162;2857,704324;0,067327;264;164,3214286;4601;0,05737883
201702;2017;2;Teknik & Miljø;FagMED Teknik & Miljø;345,0216216;409,7148648;8194,297297;0,042105;415;418,3571428;11714;0,035427693
201702;2017;2;Uden for organisationen;;83;121,7810811;2435,621622;0,034077;115;123;3444;0,033391405
201702;2017;2;Uden for organisationen;FagMED Kultur & Borgerservice;6,797297297;10,7972973;215,9459459;0,031476;7;11;308;0,022727272
201702;2017;2;Velfærdsforvaltningen;FagMED Administration Velfærd;119,0405405;141,3472973;2826,945946;0,042109;158;149;4172;0,037871524
201702;2017;2;Velfærdsforvaltningen;FagMED Senior;1741,679189;1471,641594;29432,83189;0,059174;2719;1724,428571;48284;0,05631265
201702;2017;2;Velfærdsforvaltningen;FagMED Voksen Drift;1533,91018;1052,864549;21057,29099;0,072844;2340;1294,5;36246;0,064558847
201702;2017;2;Velfærdsforvaltningen;Plejecenter Solgaven;80,86216214;55,29999996;1106;0,073112;165;72,07142856;2018;0,081764122
201702;2017;2;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Arbejdsmarkedsområdet;389,7027027;352,4618918;7049,237838;0,055282;514;378,2142857;10590;0,048536355
201702;2017;2;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Økonomi & Administration;142,1351351;124,0945946;2481,891892;0,057268;187;127,2857143;3564;0,052469135
201703;2017;3;Børne- og Ungeforvaltningen;FagMED Dagtilbud;1727,428648;1373,434226;31588,98721;0,054684;2323;1521,709677;47173;0,049244271
201703;2017;3;Børne- og Ungeforvaltningen;FagMED Familie, forebyggelse og stab;787,9999999;627,5666272;14434,03243;0,054593;1144;756,9032257;23464;0,04875554
201703;2017;3;Børne- og Ungeforvaltningen;FagMED Uddannelse & Læring;2504,64127;1867,188333;42945,33168;0,058321;3313;2097,064516;65009;0,050962174
201703;2017;3;Kommunaldirektørens område;Kommunaldirektørens stabe;164,9459459;109,0810811;2508,864865;0,065745;223;118;3658;0,060962274
201703;2017;3;Kultur & Sundhed;FagMED Kultur & Borgerservice;262,0859459;257,9328789;5932,456216;0,044178;369;328,9032258;10196;0,036190663
201703;2017;3;Kultur & Sundhed;FagMED Sundhed;166,796166;147,1922432;3385,421595;0,049268;238;169;5239;0,045428516
201703;2017;3;Teknik & Miljø;FagMED Teknik & Miljø;309,4459459;408,7132197;9400,404054;0,032918;378;417,6451612;12947;0,029195952
201703;2017;3;Uden for organisationen;;107;123,4384254;2839,083784;0,037688;139;124,4516129;3858;0,03602903
201703;2017;3;Uden for organisationen;FagMED Kultur & Borgerservice;22,33783784;10,7972973;248,3378378;0,089949;35;11;341;0,102639296
201703;2017;3;Velfærdsforvaltningen;FagMED Administration Velfærd;144,5945946;139,9125147;3217,987838;0,044933;188;147,5483871;4574;0,04110188
201703;2017;3;Velfærdsforvaltningen;FagMED Senior;1659,262027;1470,446787;33820,27613;0,049061;2447;1724,32258;53454;0,045777678
201703;2017;3;Velfærdsforvaltningen;FagMED Voksen Drift;1474,383153;1048,814285;24122,72856;0,06112;2156;1284,741935;39827;0,05413413
201703;2017;3;Velfærdsforvaltningen;Plejecenter Solgaven;91,90540538;56,29999995;1294,9;0,070974;182;72,99999999;2263;0,080424215
201703;2017;3;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Arbejdsmarkedsområdet;391,777027;354,6154758;8156,155946;0,048034;488;380,3548387;11791;0,041387498
201703;2017;3;Økonomi- & Arbejdsmarkedsforvaltningen;FagMED Økonomi & Administration;130,5945946;128,277027;2950,371622;0,044263;168;132;4092;0,041055718
201704;2017;4;Børne- og Ungeforvaltningen;FagMED Dagtilbud;882,5254053;1355,628945;23045,69207;0,038294;1521;1503,666667;45110;0,033717579
201704;2017;4;Børne- og Ungeforvaltningen;FagMED Familie, forebyggelse og stab;454,7027027;635,3728932;10801,33919;0,042096;884;771,0999999;23133;0,038213807
201704;2017;4;Børne- og Ungeforvaltningen;FagMED Uddannelse & Læring;1460,444865;1882,887427;32009,08627;0,045625;2431;2115,466666;63464;0,03830518
201704;2017;4;Kommunaldirektørens område;Kommunaldirektørens stabe;89,85135135;108,6756756;1847,486486;0,048634;163;116,9333333;3508;0,046465222
201704;2017;4;Kultur & Sundhed;FagMED Kultur & Borgerservice;152,667027;256,9002702;4367,304595;0,034956;257;332;9960;0,025803212
201704;2017;4;Kultur & Sundhed;FagMED Sundhed;71,31056756;148,032736;2516,556513;0,028336;121;170,4333333;5113;0,023665167
201704;2017;4;Teknik & Miljø;FagMED Teknik & Miljø;195,7891892;427,4878378;7267,293243;0,026941;289;437,0666666;13112;0,022040878
201704;2017;4;Uden for organisationen;;36;125,5356121;2134,105405;0,016868;57;126,7666667;3803;0,014988167
